,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,dim1,dim2
43,pontiac safari (sw),13,8,400,175,5140,12,71,US,1.17998741517812,-0.100214604881746
44,amc hornet sportabout (sw),18,6,258,110,2962,13.5,71,US,0.556522365210293,-0.014187400777496
45,chevrolet vega (sw),22,4,140,72,2408,19,71,US,0.203718331778285,0.088954211995125
46,pontiac firebird,19,6,250,100,3282,15,71,US,0.530315186059166,-0.160469984799587
47,ford mustang,18,6,250,88,3139,14.5,71,US,0.517636514830985,0.213269748368889
48,mercury capri 2000,23,4,122,86,2220,14,71,US,0.170777843922836,0.178949594907203
49,opel 1900,28,4,116,90,2123,14,71,Europe,-0.795338821465609,0.921793873990462
50,peugeot 304,30,4,79,70,2074,19.5,71,Europe,-0.763026482850983,0.895167479558149
51,fiat 124b,30,4,88,76,2065,14.5,71,Europe,-0.716678298302672,1.061121120089
52,toyota corolla 1200,31,4,71,65,1773,19,71,Japan,-0.933405042001874,-0.326828334322476
53,datsun 1200,35,4,72,69,1613,18,71,Japan,-0.858790360368998,-0.57919632407309
54,volkswagen model 111,27,4,97,60,1834,19,71,Europe,-0.703823869653025,1.01115964125623
55,plymouth cricket,26,4,91,70,1955,20.5,71,US,0.030953569073544,-0.21279909153198
56,toyota corona hardtop,24,4,113,95,2278,15.5,72,Japan,-0.839142452149824,-0.577894411099785
57,dodge colt hardtop,25,4,97.5,80,2126,17,72,US,0.067342755759225,0.234304537020851
58,volkswagen type 3,23,4,97,54,2254,23.5,72,Europe,-0.691416237262518,1.11093754304261
59,chevrolet vega,20,4,140,90,2408,19.5,72,US,0.150540780617453,-0.024404027556955
60,ford pinto runabout,21,4,122,86,2226,16.5,72,US,0.193681139442108,-0.240515351893941
61,chevrolet impala,13,8,350,165,4274,12,72,US,0.838554087617876,0.080201853940737
62,pontiac catalina,14,8,400,175,4385,12,72,US,0.932653097010072,-0.201253723012392
63,plymouth fury iii,15,8,318,150,4135,13.5,72,US,0.921268347233128,0.236292524880316
64,ford galaxie 500,14,8,351,153,4129,13,72,US,1.02554888611186,0.13359110700272
65,amc ambassador sst,17,8,304,150,3672,11.5,72,US,0.964342197934001,0.261116698207141
66,mercury marquis,11,8,429,208,4633,11,72,US,1.26039081362844,0.024248166473381
67,buick lesabre custom,13,8,350,155,4502,13.5,72,US,0.966698456686919,0.219681522342499
68,oldsmobile delta 88 royale,12,8,350,160,4456,13.5,72,US,0.862122675861956,0.147121776035409
69,chrysler newport royal,13,8,400,190,4422,12.5,72,US,0.915685232025923,-0.044672346135487
70,mazda rx2 coupe,19,3,70,97,2330,13.5,72,Japan,-0.966079835719739,-0.40581952752311
71,amc matador (sw),15,8,304,150,3892,12.5,72,US,0.923921063294518,0.198880579873499
72,chevrolet chevelle concours (sw),13,8,307,130,4098,14,72,US,0.952034084941238,0.162718554303605
73,ford gran torino (sw),13,8,302,140,4294,16,72,US,0.820488709712936,0.036392286332913
74,plymouth satellite custom (sw),14,8,318,150,4077,14,72,US,0.781048527787823,-0.183035725102702
75,volvo 145e (sw),18,4,121,112,2933,14.5,72,Europe,-0.682727194679867,1.01578147940651
76,volkswagen 411 (sw),22,4,121,76,2511,18,72,Europe,-0.764668002172688,0.731258293416568
77,peugeot 504 (sw),21,4,120,87,2979,19.5,72,Europe,-0.657806218041863,0.961786847450969
78,renault 12 (sw),26,4,96,69,2189,18,72,Europe,-0.90347477866027,0.920176423581613
79,ford pinto (sw),22,4,122,86,2395,16,72,US,0.262227416510082,0.166087640355886
80,datsun 510 (sw),28,4,97,92,2288,17,72,Japan,-0.770866294594841,-0.419941130478283
81,toyouta corona mark ii (sw),23,4,120,97,2506,14.5,72,Japan,-0.735243467737268,-0.67171733377768
82,dodge colt (sw),28,4,98,80,2164,15,72,US,0.078511265030606,-0.182058167298708
83,toyota corolla 1600 (sw),27,4,97,88,2100,16.5,72,Japan,-0.934886994810195,-0.416801730548557
84,buick century 350,13,8,350,175,4100,13,73,US,0.976846487690311,0.252199295040274
85,amc matador,14,8,304,150,3672,11.5,73,US,0.968805077514883,-0.212210978297652
86,chevrolet malibu,13,8,350,145,3988,13,73,US,1.00777299648531,-0.151012354604125
87,ford gran torino,14,8,302,137,4042,14.5,73,US,0.830904832918679,-0.210067955255549
88,dodge coronet custom,15,8,318,150,3777,12.5,73,US,0.887212936491382,-0.017035987697312
89,mercury marquis brougham,12,8,429,198,4952,11.5,73,US,1.24044121952204,-0.146747822195553
90,chevrolet caprice classic,13,8,400,150,4464,12,73,US,0.989822200839538,0.073216505151675
91,ford ltd,13,8,351,158,4363,13,73,US,0.903067053768659,0.096475571105907
92,plymouth fury gran sedan,14,8,318,150,4237,14.5,73,US,0.809120111057442,-0.20708437180103
93,chrysler new yorker brougham,13,8,440,215,4735,11,73,US,1.14208821331891,-0.13802558946854
94,buick electra 225 custom,12,8,455,225,4951,11,73,US,1.29337718499802,0.01009879014003
95,amc ambassador brougham,13,8,360,175,3821,11,73,US,0.987740065650286,-0.0307438651956
96,plymouth valiant,18,6,225,105,3121,16.5,73,US,0.445890596312293,0.162219713679947
97,chevrolet nova custom,16,6,250,100,3278,18,73,US,0.488315618787915,-0.225784375804085
98,amc hornet,18,6,232,100,2945,16,73,US,0.60467269642198,0.023694167443188
99,ford maverick,18,6,250,88,3021,16.5,73,US,0.591838781707433,-0.139909548383139
100,plymouth duster,23,6,198,95,2904,16,73,US,0.490001450531547,-0.002550529473545
101,volkswagen super beetle,26,4,97,46,1950,21,73,Europe,-0.866749464812229,0.878058831483113
102,chevrolet impala,11,8,400,150,4997,14,73,US,1.14424785762394,-0.104089376948956
103,ford country,12,8,400,167,4906,12.5,73,US,0.975477518145583,-0.109700732681582
104,plymouth custom suburb,13,8,360,170,4654,13,73,US,0.983593227905697,-0.150009618010193
105,oldsmobile vista cruiser,12,8,350,180,4499,12.5,73,US,0.907091244053869,-0.127570541526666
106,amc gremlin,18,6,232,100,2789,15,73,US,0.39907240873857,0.119609414916057
107,toyota carina,20,4,97,88,2279,19,73,Japan,-0.736691243005943,-0.361133222182114
108,chevrolet vega,21,4,140,72,2401,19.5,73,US,0.150498899636881,0.153962876626714
109,datsun 610,22,4,108,94,2379,16.5,73,Japan,-0.900813381752,-0.271348761633199
110,maxda rx3,18,3,70,90,2124,13.5,73,Japan,-0.911583459023064,-0.327656562623993
111,ford pinto,19,4,122,85,2310,18.5,73,US,-0.002023965984364,-0.072016740343554
112,mercury capri v6,21,6,155,107,2472,14,73,US,0.517189834047575,-0.216521642821545
113,fiat 124 sport coupe,26,4,98,90,2265,15.5,73,Europe,-0.626940821236907,0.70475752073248
114,chevrolet monte carlo s,15,8,350,145,4082,13,73,US,0.980984611195488,0.046548817134775
115,pontiac grand prix,16,8,400,230,4278,9.5,73,US,1.00611232590269,0.041529795155077
116,fiat 128,29,4,68,49,1867,19.5,73,Europe,-0.937155878341259,0.938999619362292
117,opel manta,24,4,116,75,2158,15.5,73,Europe,-0.890077058380798,1.03252841872394
118,audi 100ls,20,4,114,91,2582,14,73,Europe,-0.613169175551905,1.11101646289093
119,volvo 144ea,19,4,121,112,2868,15.5,73,Europe,-0.726394757588626,0.741233093831883
120,dodge dart custom,15,8,318,150,3399,11,73,US,0.878941468816069,0.116268018364297
121,saab 99le,24,4,121,110,2660,14,73,Europe,-0.586929887486904,0.709328087015244
122,toyota mark ii,20,6,156,122,2807,13.5,73,Japan,-0.541969625270445,-0.337123982882371
123,oldsmobile omega,11,8,350,180,3664,11,73,US,0.955605877650609,0.116609145209577
124,plymouth duster,20,6,198,95,3102,16.5,74,US,0.484263739460976,0.012701435196338
125,amc hornet,19,6,232,100,2901,16,74,US,0.464982359470253,0.159078239270231
126,chevrolet nova,15,6,250,100,3336,17,74,US,0.399512911953806,0.013240927281766
127,datsun b210,31,4,79,67,1950,19,74,Japan,-1.1134157630925,-0.721547088535295
128,ford pinto,26,4,122,80,2451,16.5,74,US,0.177310283361537,-0.089398797746633
129,toyota corolla 1200,32,4,71,65,1836,21,74,Japan,-1.06323463761948,-0.449701075178275
130,chevrolet vega,25,4,140,75,2542,17,74,US,0.096057662781317,0.159527302562155
131,chevrolet chevelle malibu classic,16,6,250,100,3781,17,74,US,0.502677464544702,-0.020347212505691
132,amc matador,16,6,258,110,3632,18,74,US,0.511601404848617,0.021928673482951
133,plymouth satellite sebring,18,6,225,105,3613,16.5,74,US,0.519155310840808,-0.024519704663854
134,ford gran torino,16,8,302,140,4141,14,74,US,0.767250027881956,-0.211248391312703
135,buick century luxus (sw),13,8,350,150,4699,14.5,74,US,1.08500120607898,-0.121188063446248
136,dodge coronet custom (sw),14,8,318,150,4457,13.5,74,US,1.04990523580297,-0.190358135608864
137,ford gran torino (sw),14,8,302,140,4638,16,74,US,0.916513141829033,-0.121752384678722
138,amc matador (sw),14,8,304,150,4257,15.5,74,US,0.936973327020803,0.17015058922059
139,audi fox,29,4,98,83,2219,16.5,74,Europe,-0.883262659586167,0.890101437752648
140,volkswagen dasher,26,4,79,67,1963,15.5,74,Europe,-0.940571383384964,1.04171266816853
141,opel manta,26,4,97,78,2300,14.5,74,Europe,-0.759789955037878,1.02637645209054
142,toyota corona,31,4,76,52,1649,16.5,74,Japan,-1.11314504032548,-0.716755527923322
143,datsun 710,32,4,83,61,2003,19,74,Japan,-0.918403809909641,-0.296530441076687
144,dodge colt,28,4,90,75,2125,14.5,74,US,-0.009027765733372,-0.266829741901727
145,fiat 128,24,4,90,75,2108,15.5,74,Europe,-0.795947162870689,0.874494789578269
146,fiat 124 tc,26,4,116,75,2246,14,74,Europe,-0.61333654082891,0.875254138707144
147,honda civic,24,4,120,97,2489,15,74,Japan,-0.884331610793346,-0.713676333668088
148,subaru,26,4,108,93,2391,15.5,74,Japan,-0.806106102591954,-0.5388919883332
149,fiat x1.9,31,4,79,67,2000,16,74,Europe,-0.829767624990607,0.828015063453651
150,plymouth valiant custom,19,6,225,95,3264,16,75,US,0.47518096301383,0.147943585459658
151,chevrolet nova,18,6,250,105,3459,16,75,US,0.433721254196915,-0.1651097636889
152,mercury monarch,15,6,250,72,3432,21,75,US,0.525498669338851,-0.254327821460904
153,ford maverick,15,6,250,72,3158,19.5,75,US,0.486127695960204,-0.142473271542439
154,pontiac catalina,16,8,400,170,4668,11.5,75,US,1.00814072813398,0.158085316623911
155,chevrolet bel air,15,8,350,145,4440,14,75,US,1.01527146761974,0.064844117513675
156,plymouth grand fury,16,8,318,150,4498,14.5,75,US,0.95864960400958,0.190012785168818
157,ford ltd,14,8,351,148,4657,13.5,75,US,0.998674424809742,-0.045565311564651
158,buick century,17,6,231,110,3907,21,75,US,0.509554321252387,0.216287681574381
159,chevroelt chevelle malibu,16,6,250,105,3897,18.5,75,US,0.428730209945075,-0.081001147407294
160,amc matador,15,6,258,110,3730,19,75,US,0.459001843824455,0.147810238287315
161,plymouth fury,18,6,225,95,3785,19,75,US,0.545581959371925,-0.081836772388533
162,buick skyhawk,21,6,231,110,3039,15,75,US,0.337074759449824,-0.216162928072004
163,chevrolet monza 2+2,20,8,262,110,3221,13.5,75,US,0.571833748197169,-0.139538655272933
164,ford mustang ii,13,8,302,129,3169,12,75,US,0.708572787394994,-0.112661981264173
165,toyota corolla,29,4,97,75,2171,16,75,Japan,-0.959579690918064,-0.595213177677325
166,ford pinto,23,4,140,83,2639,17,75,US,0.215024600133864,-0.193617547679614
167,amc gremlin,20,6,232,100,2914,16,75,US,0.334345160457978,-0.063246114942762
168,pontiac astro,23,4,140,78,2592,18.5,75,US,0.254821527661871,0.102316414496323
169,toyota corona,24,4,134,96,2702,13.5,75,Japan,-0.661346753812264,-0.772795101494047
170,volkswagen dasher,25,4,90,71,2223,16.5,75,Europe,-0.783214040569756,0.762086005390461
171,datsun 710,24,4,119,97,2545,17,75,Japan,-0.7730766400593,-0.600697826857358
172,ford pinto,18,6,171,97,2984,14.5,75,US,0.544157416829962,-0.012096833630349
173,volkswagen rabbit,29,4,90,70,1937,14,75,Europe,-0.958475964549541,1.05368036996041
174,amc pacer,19,6,232,90,3211,17,75,US,0.52651606752844,0.10082183605912
175,audi 100ls,23,4,115,95,2694,15,75,Europe,-0.703729134662052,0.680703771196011
176,peugeot 504,23,4,120,88,2957,17,75,Europe,-0.620424123918739,0.758214693355073
177,volvo 244dl,22,4,121,98,2945,14.5,75,Europe,-0.567747194767163,0.60574953622805
178,saab 99le,25,4,121,115,2671,13.5,75,Europe,-0.781381410522112,0.913126752810228
179,honda civic cvcc,33,4,91,53,1795,17.5,75,Japan,-0.86969016641024,-0.568342072852042
180,fiat 131,28,4,107,86,2464,15.5,76,Europe,-0.730701173360701,0.964130877017124
181,opel 1900,25,4,116,81,2220,16.9,76,Europe,-0.942024059635258,0.713969454351232
182,capri ii,25,4,140,92,2572,14.9,76,US,0.260694150128649,-0.213904740249615
183,dodge colt,26,4,98,79,2255,17.7,76,US,0.058038228417593,-0.236366548638863
184,renault 12tl,27,4,101,83,2202,15.3,76,Europe,-0.957502039800984,0.596885311432257
185,chevrolet chevelle malibu classic,17.5,8,305,140,4215,13,76,US,0.769110875596843,-0.066972528064965
186,dodge coronet brougham,16,8,318,150,4190,13,76,US,0.823768818538939,-0.083079221903307
187,amc matador,15.5,8,304,120,3962,13.9,76,US,0.746412926566984,-0.264993733987956
188,ford gran torino,14.5,8,351,152,4215,12.8,76,US,0.781391291052355,-0.202057772279563
189,plymouth valiant,22,6,225,100,3233,15.4,76,US,0.533550178911814,0.160622302361427
190,chevrolet nova,22,6,250,105,3353,14.5,76,US,0.575987886126929,-0.172554990346955
191,ford maverick,24,6,200,81,3012,17.6,76,US,0.450365019701528,0.150478085677007
192,amc hornet,22.5,6,232,90,3085,17.6,76,US,0.358009370929289,0.095444680281376
193,chevrolet chevette,29,4,85,52,2035,22.2,76,US,-0.016544442327755,-0.239909751179216
194,chevrolet woody,24.5,4,98,60,2164,22.1,76,US,-0.013848798366212,-0.291173474405995
195,vw rabbit,29,4,90,70,1937,14.2,76,Europe,-0.955001834134078,0.817999563792982
196,honda civic,33,4,91,53,1795,17.4,76,Japan,-1.088662867158,-0.597007923756356
197,dodge aspen se,20,6,225,100,3651,17.7,76,US,0.478402856479832,0.059846507722228
198,ford granada ghia,18,6,250,78,3574,21,76,US,0.455915682104164,-0.056737898005765
199,pontiac ventura sj,18.5,6,250,110,3645,16.2,76,US,0.427711157584029,-0.278364302745488
200,amc pacer d/l,17.5,6,258,95,3193,17.8,76,US,0.375668860418395,-0.030403943084926
201,volkswagen rabbit,29.5,4,97,71,1825,12.2,76,Europe,-0.730855878527769,0.731312068671602
202,datsun b-210,32,4,85,70,1990,17,76,Japan,-1.12469392042065,-0.678706451985961
203,toyota corolla,28,4,97,75,2155,16.4,76,Japan,-0.993906447832742,-0.393022953257117
204,ford pinto,26.5,4,140,72,2565,13.6,76,US,0.112233745636912,0.123604231611854
205,volvo 245,20,4,130,102,3150,15.7,76,Europe,-0.61299442131489,1.03213650961307
206,plymouth volare premier v8,13,8,318,150,3940,13.2,76,US,0.898320847595019,0.129934770793222
207,peugeot 504,19,4,120,88,3270,21.9,76,Europe,-0.796034415949116,1.05625000515942
208,toyota mark ii,19,6,156,108,2930,15.5,76,Japan,-0.576008995950554,-0.72994368712357
209,mercedes-benz 280s,16.5,6,168,120,3820,16.7,76,Europe,-0.394046122163871,0.993226380541962
210,cadillac seville,16.5,8,350,180,4380,12.1,76,US,0.809842329810118,-0.274901631735717
211,chevy c10,13,8,350,145,4055,12,76,US,0.914844815896397,-0.06190659459888
212,ford f108,13,8,302,130,3870,15,76,US,0.776442118311046,-0.162964125419899
213,dodge d100,13,8,318,150,3755,14,76,US,0.706269496573864,0.140158783659402
214,honda accord cvcc,31.5,4,98,68,2045,18.5,77,Japan,-1.09550502638351,-0.598211332873561
215,buick opel isuzu deluxe,30,4,111,80,2155,14.8,77,US,0.117930104576467,-0.024828452954715
216,renault 5 gtl,36,4,79,58,1825,18.6,77,Europe,-1.10224573721742,0.914433269740049
217,plymouth arrow gs,25.5,4,122,96,2300,15.5,77,US,0.116961615746769,-0.034948407568817
218,datsun f-10 hatchback,33.5,4,85,70,1945,16.8,77,Japan,-1.02622073006098,-0.442260345938459
219,chevrolet caprice classic,17.5,8,305,145,3880,12.5,77,US,0.847921886681114,-0.288316226638831
220,oldsmobile cutlass supreme,17,8,260,110,4060,19,77,US,0.698247332120387,0.094046203353874
221,dodge monaco brougham,15.5,8,318,145,4140,13.7,77,US,0.902850377162322,-0.046976493386539
222,mercury cougar brougham,15,8,302,130,4295,14.9,77,US,0.723172276127417,-0.032184036760744
223,chevrolet concours,17.5,6,250,110,3520,16.4,77,US,0.627476755420494,-0.258300273320863
224,buick skylark,20.5,6,231,105,3425,16.9,77,US,0.298177460912611,0.136302308429671
225,plymouth volare custom,19,6,225,100,3630,17.7,77,US,0.318793520000244,-0.060740061516266
226,ford granada,18.5,6,250,98,3525,19,77,US,0.461624539775158,0.180280447082038
227,pontiac grand prix lj,16,8,400,180,4220,11.1,77,US,0.924617621742282,0.188108003685221
228,chevrolet monte carlo landau,15.5,8,350,170,4165,11.4,77,US,0.832245719789163,-0.078421196788666
229,chrysler cordoba,15.5,8,400,190,4325,12.2,77,US,1.05517544313396,0.183063175452984
230,ford thunderbird,16,8,351,149,4335,14.5,77,US,0.734276666613583,-0.10017420590658
231,volkswagen rabbit custom,29,4,97,78,1940,14.5,77,Europe,-0.75741163374082,0.726596979550061
232,pontiac sunbird coupe,24.5,4,151,88,2740,16,77,US,0.147435578598483,-0.114549159118698
233,toyota corolla liftback,26,4,97,75,2265,18.2,77,Japan,-1.05824510964302,-0.330363299677929
234,ford mustang ii 2+2,25.5,4,140,89,2755,15.8,77,US,0.10593840287305,0.162953930314007
235,chevrolet chevette,30.5,4,98,63,2051,17,77,US,0.067050020386386,0.05792241376965
236,dodge colt m/m,33.5,4,98,83,2075,15.9,77,US,-0.144451279347375,0.125812716113477
237,subaru dl,30,4,97,67,1985,16.4,77,Japan,-0.984119559670284,-0.736400116525789
238,volkswagen dasher,30.5,4,97,78,2190,14.1,77,Europe,-0.780923190993586,0.84008350655851
239,datsun 810,22,6,146,97,2815,14.5,77,Japan,-0.553052090482289,-0.365268196380867
240,bmw 320i,21.5,4,121,110,2600,12.8,77,Europe,-0.668430751703847,0.931082613479975
241,mazda rx-4,21.5,3,80,110,2720,13.5,77,Japan,-0.974691013600472,-0.707007808409597
242,volkswagen rabbit custom diesel,43.1,4,90,48,1985,21.5,78,Europe,-1.05384418718581,0.685788166000507
243,ford fiesta,36.1,4,98,66,1800,14.4,78,US,-0.103956767738147,-0.368843215146901
244,mazda glc deluxe,32.8,4,78,52,1985,19.4,78,Japan,-1.17818209163676,-0.772848239799193
245,datsun b210 gx,39.4,4,85,70,2070,18.6,78,Japan,-0.991214894897402,-0.390627402710974
246,honda civic cvcc,36.1,4,91,60,1800,16.4,78,Japan,-0.968152735504611,-0.405068597147161
247,oldsmobile cutlass salon brougham,19.9,8,260,110,3365,15.5,78,US,0.592359360867174,-0.115024705844512
248,dodge diplomat,19.4,8,318,140,3735,13.2,78,US,0.853459205022283,-0.0231587908248
249,mercury monarch ghia,20.2,8,302,139,3570,12.8,78,US,0.810339292569834,-0.008361607629803
250,pontiac phoenix lj,19.2,6,231,105,3535,19.2,78,US,0.408281161993793,-0.02813759673527
251,chevrolet malibu,20.5,6,200,95,3155,18.2,78,US,0.268901580706844,-0.257176315907215
252,ford fairmont (auto),20.2,6,200,85,2965,15.8,78,US,0.317169694122919,-0.246671610269
253,ford fairmont (man),25.1,4,140,88,2720,15.4,78,US,0.168863463994988,-0.198387788510945
254,plymouth volare,20.5,6,225,100,3430,17.2,78,US,0.478830007285336,-0.192239325801115
255,amc concord,19.4,6,232,90,3210,17.2,78,US,0.375249840841686,-0.101480409886935
256,buick century special,20.6,6,231,105,3380,15.8,78,US,0.308689123644075,0.035116135480007
257,mercury zephyr,20.8,6,200,85,3070,16.7,78,US,0.250224537169497,0.034624463341236
258,dodge aspen,18.6,6,225,110,3620,18.7,78,US,0.591108465208165,-0.208413639529668
259,amc concord d/l,18.1,6,258,120,3410,15.1,78,US,0.611385263674268,0.106721911911347
260,chevrolet monte carlo landau,19.2,8,305,145,3425,13.2,78,US,0.743958112463594,-0.175687516250594
261,buick regal sport coupe (turbo),17.7,6,231,165,3445,13.4,78,US,0.516027278898274,0.009620760886602
262,ford futura,18.1,8,302,139,3205,11.2,78,US,0.713243940992195,0.131027301827141
263,dodge magnum xe,17.5,8,318,140,4080,13.7,78,US,0.756988360072448,0.143638472928203
264,chevrolet chevette,30,4,98,68,2155,16.5,78,US,-0.026743532998945,-0.224346338799596
265,toyota corona,27.5,4,134,95,2560,14.2,78,Japan,-0.899184457892116,-0.800813948847928
266,datsun 510,27.2,4,119,97,2300,14.7,78,Japan,-0.792395792521278,-0.721077905758937
267,dodge omni,30.9,4,105,75,2230,14.5,78,US,-0.072959325386749,-0.287930783748025
268,toyota celica gt liftback,21.1,4,134,95,2515,14.8,78,Japan,-0.950387091812872,-0.52428936524292
269,plymouth sapporo,23.2,4,156,105,2745,16.7,78,US,0.050511109359926,0.130928987129378
270,oldsmobile starfire sx,23.8,4,151,85,2855,17.6,78,US,0.215103258598869,-0.191028564022681
271,datsun 200-sx,23.9,4,119,97,2405,14.9,78,Japan,-0.852037974446872,-0.535479300179146
272,audi 5000,20.3,5,131,103,2830,15.9,78,Europe,-0.69077394274496,0.765337692159557
273,volvo 264gl,17,6,163,125,3140,13.6,78,Europe,-0.539440787291993,0.824609569712205
274,saab 99gle,21.6,4,121,115,2795,15.7,78,Europe,-0.621672930552207,0.676662418567223
275,peugeot 604sl,16.2,6,163,133,3410,15.8,78,Europe,-0.335550120427781,0.6429343787692
276,volkswagen scirocco,31.5,4,89,71,1990,14.9,78,Europe,-0.779898310109148,0.785823239741536
277,honda accord lx,29.5,4,98,68,2135,16.6,78,Japan,-0.972301533505521,-0.482700081036035
278,pontiac lemans v6,21.5,6,231,115,3245,15.4,79,US,0.563374143820847,0.084960226409264
279,mercury zephyr 6,19.8,6,200,85,2990,18.2,79,US,0.25388496832387,-0.090802423602732
280,ford fairmont 4,22.3,4,140,88,2890,17.3,79,US,0.222436222091002,0.049995808924023
281,amc concord dl 6,20.2,6,232,90,3265,18.2,79,US,0.479978339182969,-0.331697685248712
282,dodge aspen 6,20.6,6,225,110,3360,16.6,79,US,0.465879865727709,-0.111864586667711
283,chevrolet caprice classic,17,8,305,130,3840,15.4,79,US,0.622600748758797,-0.29345903742721
284,ford ltd landau,17.6,8,302,129,3725,13.4,79,US,0.860628262057899,-0.104173152681632
285,mercury grand marquis,16.5,8,351,138,3955,13.2,79,US,0.676217040956794,-0.129741809643475
286,dodge st. regis,18.2,8,318,135,3830,15.2,79,US,0.665834893887665,-0.201220924660356
287,buick estate wagon (sw),16.9,8,350,155,4360,14.9,79,US,0.910424339906629,0.128108266602584
288,ford country squire (sw),15.5,8,351,142,4054,14.3,79,US,0.735044883430845,-0.048814333153938
289,chevrolet malibu classic (sw),19.2,8,267,125,3605,15,79,US,0.517383184363109,-0.226218290033
290,chrysler lebaron town @ country (sw),18.5,8,360,150,3940,13,79,US,0.833415565346523,-0.259218423710978
291,vw rabbit custom,31.9,4,89,71,1925,14,79,Europe,-1.03814923542544,0.653229652910758
292,maxda glc deluxe,34.1,4,86,65,1975,15.2,79,Japan,-1.14368075419633,-0.671210494903533
293,dodge colt hatchback custom,35.7,4,98,80,1915,14.4,79,US,0.017101340298149,-0.05158038316377
294,amc spirit dl,27.4,4,121,80,2670,15,79,US,0.11131317049376,-0.139314550245858
295,mercedes benz 300d,25.4,5,183,77,3530,20.1,79,Europe,-0.736603468022456,0.761495353112724
